"CVE_COMPROBANTE","NOIDENTIFICACION"
"2128014","13546-CCS-024210"
"2128014","13547-CCS-024159"
"2128014","13547-CCS-024210"
"2128014","13548-CCS-024159"
"2128014","13551-CCS-024210"
"2128014","13552-CCS-024159"
"2128014","13553-CCS-024159"
"2128014","13557-CCS-024210"
"2128014","13558-CCS-024210"
"2128014","13559-CCS-024159"
"2128014","13559-CCS-024210"
"2128014","13560-CCS-024159"
"2128014","13561-CCS-024210"
"2128014","13568-CCS-024210"
"2128014","13573-CCS-024159"
"2128014","13579-CCS-024210"
"2128014","13580-CCS-024210"
"2128014","13581-CCS-024210"
"2128014","13582-CCS-024210"
"2128014","13584-CCS-024159"
"2128014","13585-CCS-024210"
"2128014","13586-CCS-024210"
"2128014","13587-CCS-024210"
"2128014","13598-CCS-024159"
"2128014","13599-CCS-024159"
"2128014","13600-CCS-024159"
"2128014","13601-CCS-024159"
"2128014","13602-CCS-024159"
"2128014","13603-CCS-024159"
"2128014","13604-CCS-024159"
"2128014","13604-CCS-024210"
"2128014","13605-CCS-024159"
"2128014","13606-CCS-024159"
"2128014","13607-CCS-024159"
"2128014","13608-CCS-024159"
"2128014","13608-CCS-024210"
"2128014","13609-CCS-024159"
"2128014","13609-CCS-024210"
"2128014","13610-CCS-024210"
"2128014","13611-CCS-024159"
"2128014","13612-CCS-024159"
"2128014","13613-CCS-024210"
"2128014","13614-CCS-024210"
"2128014","13615-CCS-024210"
"2128014","13617-CCS-024159"
"2128014","13617-CCS-024210"
"2128014","13618-CCS-024210"
"2128014","13632-CCS-024159"
"2128014","13632-CCS-024210"
"2128014","13633-CCS-024159"
"2128014","13633-CCS-024210"
"2128014","13634-CCS-024159"
"2128014","13635-CCS-024159"
"2128014","13635-CCS-024210"
"2128014","13636-CCS-024159"
"2128014","13636-CCS-024210"
"2128014","13637-CCS-024159"
"2128014","13637-CCS-024210"
"2128014","13638-CCS-024159"
"2128014","13638-CCS-024210"
"2128014","13639-CCS-024159"
"2128014","13639-CCS-024210"
"2128014","13640-CCS-024210"
"2128014","13641-CCS-024159"
"2128014","13641-CCS-024210"
"2128014","13642-CCS-024159"
"2128014","13642-CCS-024210"
"2128014","13643-CCS-024159"
"2128014","13644-CCS-024159"
"2128014","13645-CCS-024159"
"2128014","13646-CCS-024159"
"2128014","13646-CCS-024210"
"2128014","13647-CCS-024159"
"2128014","13647-CCS-024210"
"2128014","13648-CCS-024159"
"2128014","13648-CCS-024210"
"2128014","13649-CCS-024210"
"2128014","13651-CCS-024159"
"2128014","13654-CCS-024210"
"2128014","13660-CCS-024210"
"2128014","13661-CCS-024210"
"2128014","13665-CCS-024159"
"2128014","13666-CCS-024210"
"2128014","13667-CCS-024210"
"2128014","13668-CCS-024210"
"2128014","13671-CCS-024210"
"2128014","13672-CCS-024210"
"2128014","13682-CCS-024210"
"2128014","13687-CCS-024159"
"2128014","13691-CCS-024159"
"2128014","13691-CCS-024210"
"2128014","13693-CCS-024159"
"2128014","13693-CCS-024210"
"2128014","13694-CCS-024159"
"2128014","13697-CCS-024159"
"2128014","13697-CCS-024210"
"2128014","13698-CCS-024159"
"2128014","13699-CCS-024159"
"2128014","13700-CCS-024159"
"2128014","13701-CCS-024159"
"2128014","13701-CCS-024210"
"2128014","13704-CCS-024210"
"2128014","13705-CCS-024210"
"2128014","13706-CCS-024210"
"2128014","13707-CCS-024210"
"2128014","13708-CCS-024210"
"2128014","13709-CCS-024210"
"2128014","13711-CCS-024159"
"2128014","13712-CCS-024159"
"2128014","13713-CCS-024159"
"2128014","13714-CCS-024159"
"2128014","13715-CCS-024210"
"2128014","13716-CCS-024159"
"2128014","13718-CCS-024159"
"2128014","13719-CCS-024210"
"2128014","13720-CCS-024159"
"2128014","13720-CCS-024210"
"2128014","13721-CCS-024159"
"2128014","13722-CCS-024159"
"2128014","13727-CCS-024210"
"2128014","13728-CCS-024210"
"2128014","13729-CCS-024210"
"2128014","13733-CCS-024159"
"2128014","13733-CCS-024210"
"2128014","13734-CCS-024210"
"2128014","13735-CCS-024159"
"2128014","13742-CCS-024159"
"2128014","13742-CCS-024210"
"2128014","13743-CCS-024210"
"2128014","13744-CCS-024159"
"2128014","13745-CCS-024159"
"2128014","13746-CCS-024159"
"2128014","13746-CCS-024210"
"2128014","13747-CCS-024210"
"2128014","13748-CCS-024159"
"2128014","13748-CCS-024210"
"2128014","13749-CCS-024159"
"2128014","13750-CCS-024159"
"2128014","13751-CCS-024210"
"2128014","13753-CCS-024159"
"2128014","13762-CCS-024210"
"2128014","13770-CCS-024159"
"2128014","13771-CCS-024159"
"2128014","13772-CCS-024159"
"2128014","13772-CCS-024210"
"2128014","13773-CCS-024210"
"2128014","13776-CCS-024159"
"2128014","13777-CCS-024159"
"2128014","13777-CCS-024210"
"2128014","13778-CCS-024210"
"2128014","13779-CCS-024210"
"2128014","13780-CCS-024159"
"2128014","13780-CCS-024210"
"2128014","13781-CCS-024159"
"2128014","13781-CCS-024210"
"2128014","13782-CCS-024159"
"2128014","13783-CCS-024159"
"2128014","13784-CCS-024159"
"2128014","13786-CCS-024159"
"2128014","13787-CCS-024159"
"2128014","13787-CCS-024210"
"2128014","13789-CCS-024159"
"2128014","13791-CCS-024159"
"2128014","13793-CCS-024159"
"2128014","13794-CCS-024159"
"2128014","13795-CCS-024159"
"2128014","13796-CCS-024159"
"2128014","13799-CCS-024159"
"2128014","13800-CCS-024159"
"2128014","13802-CCS-024159"
"2128014","13802-CCS-024210"
"2128014","13803-CCS-024159"
"2128014","13804-CCS-024159"
"2128014","13805-CCS-024159"
"2128014","13806-CCS-024210"
"2128014","13807-CCS-024210"
"2128014","13810-CCS-024210"
"2128014","13811-CCS-024159"
"2128014","13811-CCS-024210"
"2128014","13813-CCS-024159"
"2128014","13814-CCS-024159"
"2128014","13814-CCS-024210"
"2128014","13815-CCS-024159"
"2128014","13816-CCS-024159"
"2128014","13817-CCS-024159"
"2128014","13818-CCS-024159"
"2128014","13819-CCS-024159"
"2128014","13820-CCS-024159"
"2128014","13822-CCS-024159"
"2128014","13822-CCS-024210"
"2128014","13823-CCS-024210"
"2128014","13828-CCS-024159"
"2128014","13829-CCS-024159"
"2128014","13829-CCS-024210"
"2128014","13830-CCS-024159"
"2128014","13831-CCS-024159"
"2128014","13831-CCS-024210"
"2128014","13832-CCS-024159"
"2128014","13832-CCS-024210"
"2128014","13833-CCS-024159"
"2128014","13834-CCS-024210"
"2128014","13835-CCS-024159"
"2128014","13836-CCS-024159"
"2128014","13838-CCS-024159"
"2128014","13839-CCS-024159"
"2128014","13846-CCS-024159"
"2128014","13848-CCS-024159"
"2128014","13849-CCS-024159"
"2128014","13850-CCS-024159"
"2128014","13850-CCS-024210"
"2128014","13851-CCS-024159"
"2128014","13851-CCS-024210"
"2128014","13852-CCS-024159"
"2128014","13854-CCS-024159"
"2128014","13855-CCS-024159"
"2128014","13856-CCS-024159"
"2128014","13859-CCS-024159"
"2128014","13860-CCS-024159"
"2128014","13861-CCS-024159"
"2128014","13861-CCS-024210"
"2128014","13862-CCS-024159"
"2128014","13862-CCS-024210"
"2128014","13863-CCS-024159"
"2128014","13863-CCS-024210"
"2128014","13864-CCS-024159"
"2128014","13864-CCS-024210"
"2128014","13870-CCS-024159"
"2128014","13871-CCS-024159"
"2128014","13871-CCS-024210"
"2128014","13872-CCS-024159"
"2128014","13873-CCS-024159"
"2128014","13874-CCS-024159"
"2128014","13875-CCS-024159"
"2128014","13875-CCS-024210"
"2128014","13876-CCS-024159"
"2128014","13876-CCS-024210"
"2128014","13877-CCS-024159"
"2128014","13877-CCS-024210"
"2128014","13878-CCS-024159"
"2128014","13878-CCS-024210"
"2128014","13879-CCS-024210"
"2128014","13880-CCS-024210"
"2128014","13881-CCS-024159"
"2128014","13883-CCS-024159"
"2128014","13884-CCS-024159"
"2128014","13885-CCS-024159"
"2128014","13886-CCS-024159"
"2128014","13887-CCS-024159"
"2128014","13888-CCS-024159"
"2128014","13889-CCS-024159"
"2128014","13890-CCS-024159"
"2128014","13891-CCS-024159"
"2128014","13893-CCS-024159"
"2128014","13894-CCS-024159"
"2128014","13898-CCS-024210"
"2128014","13899-CCS-024210"
"2128014","13900-CCS-024159"
"2128014","13900-CCS-024210"
"2128014","13901-CCS-024159"
"2128014","13902-CCS-024159"
"2128014","13902-CCS-024210"
"2128014","13903-CCS-024159"
"2128014","13904-CCS-024159"
"2128014","13905-CCS-024159"
"2128014","13906-CCS-024159"
"2128014","13906-CCS-024210"
"2128014","13907-CCS-024159"
"2128014","13908-CCS-024159"
"2128014","13908-CCS-024210"
"2128014","13909-CCS-024159"
"2128014","13910-CCS-024159"
"2128014","13913-CCS-024159"
"2128014","13914-CCS-024159"
"2128014","13914-CCS-024210"
"2128014","13915-CCS-024159"
"2128014","13915-CCS-024210"
"2128014","13917-CCS-024159"
"2128014","13920-CCS-024159"
"2128014","13924-CCS-024159"
"2128014","13925-CCS-024159"
"2128014","13926-CCS-024159"
"2128014","13927-CCS-024159"
"2128014","13927-CCS-024210"
"2128014","13928-CCS-024159"
"2128014","13929-CCS-024159"
"2128014","13929-CCS-024210"
"2128014","13930-CCS-024159"
"2128014","13930-CCS-024210"
"2128014","13931-CCS-024159"
"2128014","13931-CCS-024210"
"2128014","13932-CCS-024159"
"2128014","13933-CCS-024210"
"2128014","13934-CCS-024159"
"2128014","13935-CCS-024159"
"2128014","13935-CCS-024210"
"2128014","13936-CCS-024159"
"2128014","13937-CCS-024159"
"2128014","13938-CCS-024159"
"2128014","13938-CCS-024210"
"2128014","13939-CCS-024159"
"2128014","13940-CCS-024159"
"2128014","13941-CCS-024159"
"2128014","13941-CCS-024210"
"2128014","13942-CCS-024159"
"2128014","13942-CCS-024210"
"2128014","13943-CCS-024159"
"2128014","13943-CCS-024210"
"2128014","13944-CCS-024159"
"2128014","13945-CCS-024159"
"2128014","13945-CCS-024210"
"2128014","13946-CCS-024159"
"2128014","13946-CCS-024210"
"2128014","13947-CCS-024159"
"2128014","13948-CCS-024159"
"2128014","13948-CCS-024210"
"2128014","13949-CCS-024159"
"2128014","13949-CCS-024210"
"2128014","13950-CCS-024159"
"2128014","13950-CCS-024210"
"2128014","13951-CCS-024159"
"2128014","13951-CCS-024210"
"2128014","13952-CCS-024159"
"2128014","13952-CCS-024210"
"2128014","13953-CCS-024159"
"2128014","13954-CCS-024159"
"2128014","13958-CCS-024159"
"2128014","13959-CCS-024159"
"2128014","13959-CCS-024210"
"2128014","13965-CCS-024159"
"2128014","13967-CCS-024159"
"2128014","13969-CCS-024159"
"2128014","13969-CCS-024210"
"2128014","13970-CCS-024159"
"2128014","13970-CCS-024210"
"2128014","13971-CCS-024159"
"2128014","13973-CCS-024159"
"2128014","13973-CCS-024210"
"2128014","13974-CCS-024159"
"2128014","13974-CCS-024210"
"2128014","13975-CCS-024210"
"2128014","13976-CCS-024159"
"2128014","13977-CCS-024159"
"2128014","13978-CCS-024159"
"2128014","13978-CCS-024210"
"2128014","13979-CCS-024159"
"2128014","13979-CCS-024210"
"2128014","13980-CCS-024159"
"2128014","13981-CCS-024159"
"2128014","13982-CCS-024159"
"2128014","13983-CCS-024159"
"2128014","13984-CCS-024159"
"2128014","13985-CCS-024159"
"2128014","13986-CCS-024159"
"2128014","13987-CCS-024159"
"2128014","13987-CCS-024210"
"2128014","13988-CCS-024159"
"2128014","13989-CCS-024159"
"2128014","13990-CCS-024159"
"2128014","13991-CCS-024159"
"2128014","13997-CCS-024159"
"2128014","13997-CCS-024210"
"2128014","13998-CCS-024159"
"2128014","13999-CCS-024159"
"2128014","13999-CCS-024210"
"2128014","14000-CCS-024159"
"2128014","14001-CCS-024210"
"2128014","14006-CCS-024210"
"2128014","14007-CCS-024159"
"2128014","14008-CCS-024159"
"2128014","14009-CCS-024210"
"2128014","14010-CCS-024210"
"2128014","14011-CCS-024159"
"2128014","14012-CCS-024159"
"2128014","14012-CCS-024210"
"2128014","14013-CCS-024159"
"2128014","14014-CCS-024159"
"2128014","14015-CCS-024159"
"2128014","14017-CCS-024159"
"2128014","14018-CCS-024159"
"2128014","14019-CCS-024159"
"2128014","14020-CCS-024159"
"2128014","14021-CCS-024159"
"2128014","14023-CCS-024210"
"2128014","14024-CCS-024210"
"2128014","14025-CCS-024159"
"2128014","14025-CCS-024210"
"2128014","14026-CCS-024159"
"2128014","14026-CCS-024210"
"2128014","14027-CCS-024159"
"2128014","14028-CCS-024159"
"2128014","14029-CCS-024159"
"2128014","14030-CCS-024159"
"2128014","14031-CCS-024159"
"2128014","14032-CCS-024159"
"2128014","14033-CCS-024159"
"2128014","14034-CCS-024159"
"2128014","14035-CCS-024159"
"2128014","14037-CCS-024159"
"2128014","14037-CCS-024210"
"2128014","14038-CCS-024159"
"2128014","14038-CCS-024210"
"2128014","14039-CCS-024159"
"2128014","14042-CCS-024159"
"2128014","14043-CCS-024159"
"2128014","14046-CCS-024159"
"2128014","14047-CCS-024159"
"2128014","14050-CCS-024159"
"2128014","14054-CCS-024159"
"2128014","14055-CCS-024159"
"2128014","14056-CCS-024159"
"2128014","14057-CCS-024159"
"2128014","14058-CCS-024159"
"2128014","14059-CCS-024159"
"2128014","14059-CCS-024210"
"2128014","14060-CCS-024159"
"2128014","14060-CCS-024210"
"2128014","14061-CCS-024159"
"2128014","14061-CCS-024210"
"2128014","14062-CCS-024159"
"2128014","14062-CCS-024210"
"2128014","14063-CCS-024210"
"2128014","14064-CCS-024159"
"2128014","14064-CCS-024210"
"2128014","14065-CCS-024159"
"2128014","14065-CCS-024210"
"2128014","14067-CCS-024159"
"2128014","14067-CCS-024210"
"2128014","14068-CCS-024159"
"2128014","14068-CCS-024210"
"2128014","14069-CCS-024159"
"2128014","14069-CCS-024210"
"2128014","14070-CCS-024159"
"2128014","14070-CCS-024210"
"2128014","14071-CCS-024159"
"2128014","14072-CCS-024159"
"2128014","14073-CCS-024159"
"2128014","14074-CCS-024159"
"2128014","14075-CCS-024159"
"2128014","14075-CCS-024210"
"2128014","14076-CCS-024210"
"2128014","14079-CCS-024210"
"2128014","14080-CCS-024210"
"2128014","14083-CCS-024210"
"2128014","14084-CCS-024210"
"2128014","14085-CCS-024210"
"2128014","14086-CCS-024210"
"2128014","14088-CCS-024159"
"2128014","14093-CCS-024159"
"2128014","14094-CCS-024210"
"2128014","14095-CCS-024159"
"2128014","14095-CCS-024210"
"2128014","14099-CCS-024210"
"2128014","14100-CCS-024159"
"2128014","14100-CCS-024210"
"2128014","14108-CCS-024210"
"2128014","14109-CCS-024210"
"2128014","14117-CCS-024210"
"2128014","14119-CCS-024210"
"2128014","14121-CCS-024210"
"2128014","14122-CCS-024210"
"2128014","14123-CCS-024159"
"2128014","14124-CCS-024159"
"2128014","14125-CCS-024159"
"2128014","14126-CCS-024159"
"2128014","14126-CCS-024210"
"2128014","14127-CCS-024159"
"2128014","14127-CCS-024210"
"2128014","14128-CCS-024210"
"2128014","14129-CCS-024159"
"2128014","14129-CCS-024210"
"2128014","14130-CCS-024210"
"2128014","14131-CCS-024159"
"2128014","14131-CCS-024210"
"2128014","14132-CCS-024159"
"2128014","14132-CCS-024210"
"2128014","14133-CCS-024159"
"2128014","14134-CCS-024159"
"2128014","14134-CCS-024210"
"2128014","14135-CCS-024159"
"2128014","14137-CCS-024159"
"2128014","14138-CCS-024159"
"2128014","14138-CCS-024210"
"2128014","14139-CCS-024159"
"2128014","14139-CCS-024210"
"2128014","14140-CCS-024159"
"2128014","14141-CCS-024159"
"2128014","14142-CCS-024210"
"2128014","14143-CCS-024210"
"2128014","14144-CCS-024159"
"2128014","14144-CCS-024210"
"2128014","14149-CCS-024210"
"2128014","14150-CCS-024210"
"2128014","14151-CCS-024210"
"2128014","14152-CCS-024159"
"2128014","14152-CCS-024210"
"2128014","14153-CCS-024210"
"2128014","14155-CCS-024159"
"2128014","14157-CCS-024210"
"2128014","14158-CCS-024159"
"2128014","14158-CCS-024210"
"2128014","14159-CCS-024210"
"2128014","14162-CCS-024159"
"2128014","14162-CCS-024210"
"2128014","14163-CCS-024159"
"2128014","14165-CCS-024210"
"2128014","14166-CCS-024210"
"2128014","14167-CCS-024159"
"2128014","14167-CCS-024210"
"2128014","14168-CCS-024159"
"2128014","14168-CCS-024210"
"2128014","14169-CCS-024159"
"2128014","14169-CCS-024210"
"2128014","14170-CCS-024159"
"2128014","14170-CCS-024210"
"2128014","14171-CCS-024159"
"2128014","14171-CCS-024210"
"2128014","14172-CCS-024159"
"2128014","14173-CCS-024159"
"2128014","14173-CCS-024210"
"2128014","14174-CCS-024210"
"2128014","14175-CCS-024210"
"2128014","14176-CCS-024210"
"2128014","14177-CCS-024210"
"2128014","14178-CCS-024159"
"2128014","14178-CCS-024210"
"2128014","14179-CCS-024159"
"2128014","14179-CCS-024210"
"2128014","14180-CCS-024159"
"2128014","14180-CCS-024210"
"2128014","14183-CCS-024159"
"2128014","14184-CCS-024159"
"2128014","14185-CCS-024159"
"2128014","14186-CCS-024159"
"2128014","14188-CCS-024159"
"2128014","14191-CCS-024210"
"2128014","14192-CCS-024210"
"2128014","14193-CCS-024159"
"2128014","14193-CCS-024210"
"2128014","14194-CCS-024159"
"2128014","14196-CCS-024159"
"2128014","14197-CCS-024210"
"2128014","14199-CCS-024159"
"2128014","14200-CCS-024210"
"2128014","14201-CCS-024159"
"2128014","14201-CCS-024210"
"2128014","14202-CCS-024210"
"2128014","14203-CCS-024159"
"2128014","14204-CCS-024159"
"2128014","14206-CCS-024210"
"2128014","14207-CCS-024210"
"2128014","14209-CCS-024159"
"2128014","14210-CCS-024159"
"2128014","14211-CCS-024159"
"2128014","14212-CCS-024159"
"2128014","14213-CCS-024159"
"2128014","14214-CCS-024159"
"2128014","14214-CCS-024210"
"2128014","14215-CCS-024159"
"2128014","14218-CCS-024210"
"2128014","14219-CCS-024159"
"2128014","14219-CCS-024210"
"2128014","14220-CCS-024159"
"2128014","14220-CCS-024210"
"2128014","14221-CCS-024159"
"2128014","14221-CCS-024210"
"2128014","14222-CCS-024159"
"2128014","14222-CCS-024210"
"2128014","14223-CCS-024159"
"2128014","14224-CCS-024159"
"2128014","14228-CCS-024159"
"2128014","14233-CCS-024210"
"2128014","14238-CCS-024159"
"2128014","14241-CCS-024210"
"2128014","14242-CCS-024159"
"2128014","14243-CCS-024210"
"2128014","14244-CCS-024159"
"2128014","14244-CCS-024210"
"2128014","14245-CCS-024159"
"2128014","14246-CCS-024159"
"2128014","14249-CCS-024210"
"2128014","14250-CCS-024159"
"2128014","14250-CCS-024210"
"2128014","14251-CCS-024210"
"2128014","14252-CCS-024210"
"2128014","14255-CCS-024210"
"2128014","14256-CCS-024210"
"2128014","14259-CCS-024159"
"2128014","14260-CCS-024159"
"2128014","14260-CCS-024210"
"2128014","14262-CCS-024210"
"2128014","14263-CCS-024210"
"2128014","14264-CCS-024159"
"2128014","14264-CCS-024210"
"2128014","14265-CCS-024159"
"2128014","14265-CCS-024210"
"2128014","14266-CCS-024210"
"2128014","14267-CCS-024210"
"2128014","14268-CCS-024159"
"2128014","14270-CCS-024159"
"2128014","14271-CCS-024159"
"2128014","14272-CCS-024159"
"2128014","14272-CCS-024210"
"2128014","14273-CCS-024159"
"2128014","14274-CCS-024159"
"2128014","14275-CCS-024159"
"2128014","14276-CCS-024159"
"2128014","14280-CCS-024210"
"2128014","14281-CCS-024210"
"2128014","14282-CCS-024159"
"2128014","14283-CCS-024159"
"2128014","14285-CCS-024159"
"2128014","14286-CCS-024159"
"2128014","14287-CCS-024159"
"2128014","14288-CCS-024159"
"2128014","14288-CCS-024210"
"2128014","14289-CCS-024159"
"2128014","14289-CCS-024210"
"2128014","14291-CCS-024210"
"2128014","14294-CCS-024159"
"2128014","14295-CCS-024159"
"2128014","14295-CCS-024210"
"2128014","14297-CCS-024210"
"2128014","14298-CCS-024159"
"2128014","14298-CCS-024210"
"2128014","14299-CCS-024159"
"2128014","14299-CCS-024210"
"2128014","14302-CCS-024159"
"2128014","14303-CCS-024159"
"2128014","14304-CCS-024210"
"2128014","14307-CCS-024159"
"2128014","14308-CCS-024159"
"2128014","14309-CCS-024159"
"2128014","14309-CCS-024210"
"2128014","14310-CCS-024159"
"2128014","14310-CCS-024210"
"2128014","14311-CCS-024210"
"2128014","14312-CCS-024167"
"2128014","14312-CCS-024210"
"2128014","14314-CCS-024159"
"2128014","14317-CCS-024159"
"2128014","14318-CCS-024159"
"2128014","14318-CCS-024167"
"2128014","14318-CCS-024210"
"2128014","14319-CCS-024159"
"2128014","14319-CCS-024167"
"2128014","14319-CCS-024210"
"2128014","14320-CCS-024167"
"2128014","14320-CCS-024210"
"2128014","14321-CCS-024167"
"2128014","14321-CCS-024210"
"2128014","14322-CCS-024210"
"2128014","14324-CCS-024159"
"2128014","14324-CCS-024167"
"2128014","14325-CCS-024159"
"2128014","14325-CCS-024167"
"2128014","14326-CCS-024159"
"2128014","14326-CCS-024210"
"2128014","14327-CCS-024210"
"2128014","14328-CCS-024159"
"2128014","14329-CCS-024159"
"2128014","14330-CCS-024159"
"2128014","14330-CCS-024167"
"2128014","14330-CCS-024210"
"2128014","14331-CCS-024210"
"2128014","14332-CCS-024210"
"2128014","14333-CCS-024167"
"2128014","14334-CCS-024159"
"2128014","14334-CCS-024167"
"2128014","14338-CCS-024159"
"2128014","14338-CCS-024167"
"2128014","14338-CCS-024210"
"2128014","14339-CCS-024210"
"2128014","14340-CCS-024167"
"2128014","14340-CCS-024210"
"2128014","14341-CCS-024210"
"2128014","14342-CCS-024159"
"2128014","14342-CCS-024210"
"2128014","14343-CCS-024159"
"2128014","14343-CCS-024167"
"2128014","14344-CCS-024159"
"2128014","14344-CCS-024167"
"2128014","14345-CCS-024159"
"2128014","14345-CCS-024167"
"2128014","14345-CCS-024210"
"2128014","14347-CCS-024159"
"2128014","14348-CCS-024210"
"2128014","14349-CCS-024159"
"2128014","14350-CCS-024167"
"2128014","14351-CCS-024167"
"2128014","14351-CCS-024210"
"2128014","14352-CCS-024159"
"2128014","14352-CCS-024167"
"2128014","14353-CCS-024167"
"2128014","14353-CCS-024210"
"2128014","14354-CCS-024167"
"2128014","14354-CCS-024210"
"2128014","14355-CCS-024159"
"2128014","14355-CCS-024167"
"2128014","14355-CCS-024210"
"2128014","14356-CCS-024159"
"2128014","14356-CCS-024167"
"2128014","14356-CCS-024210"
"2128014","14357-CCS-024210"
"2128014","14359-CCS-024159"
"2128014","14359-CCS-024167"
"2128014","14360-CCS-024159"
"2128014","14360-CCS-024167"
"2128014","14361-CCS-024159"
"2128014","14361-CCS-024167"
"2128014","14362-CCS-024159"
"2128014","14363-CCS-024159"
"2128014","14364-CCS-024167"
"2128014","14365-CCS-024167"
"2128014","14366-CCS-024210"
"2128014","14367-CCS-024210"
"2128014","14368-CCS-024167"
"2128014","14370-CCS-024210"
"2128014","14371-CCS-024210"
"2128014","14372-CCS-024167"
"2128014","14372-CCS-024210"
"2128014","14374-CCS-024167"
"2128014","14375-CCS-024167"
"2128014","14377-CCS-024167"
"2128014","14379-CCS-024159"
"2128014","14379-CCS-024167"
"2128014","14380-CCS-024167"
"2128014","14381-CCS-024159"
"2128014","14381-CCS-024210"
"2128014","14382-CCS-024159"
"2128014","14382-CCS-024167"
"2128014","14385-CCS-024167"
"2128014","14386-CCS-024159"
"2128014","14386-CCS-024167"
"2128014","14387-CCS-024167"
"2128014","14388-CCS-024167"
"2128014","14388-CCS-024210"
"2128014","14391-CCS-024210"
"2128014","14397-CCS-024159"
"2128014","14397-CCS-024167"
"2128014","14397-CCS-024210"
"2128014","14400-CCS-024159"
"2128014","14401-CCS-024159"
"2128014","14402-CCS-024159"
"2128014","14402-CCS-024210"
"2128014","14403-CCS-024159"
"2128014","14403-CCS-024210"
"2128014","14404-CCS-024210"
"2128014","14406-CCS-024210"
"2128014","14408-CCS-024167"
"2128014","14409-CCS-024159"
"2128014","14409-CCS-024167"
"2128014","14409-CCS-024210"
"2128014","14410-CCS-024159"
"2128014","14410-CCS-024167"
"2128014","14410-CCS-024210"
"2128014","14411-CCS-024167"
"2128014","14411-CCS-024210"
"2128014","14412-CCS-024159"
"2128014","14412-CCS-024167"
"2128014","14412-CCS-024210"
"2128014","14413-CCS-024159"
"2128014","14413-CCS-024210"
"2128014","14414-CCS-024159"
"2128014","14414-CCS-024210"
"2128014","14415-CCS-024159"
"2128014","14419-CCS-024167"
"2128014","14420-CCS-024167"
"2128014","14420-CCS-024210"
"2128014","14421-CCS-024167"
"2128014","14421-CCS-024210"
"2128014","14422-CCS-024167"
"2128014","14423-CCS-024167"
"2128014","14424-CCS-024167"
"2128014","14425-CCS-024167"
"2128014","14426-CCS-024167"
"2128014","14427-CCS-024167"
"2128014","14429-CCS-024167"
"2128014","14432-CCS-024167"
"2128014","14433-CCS-024159"
"2128014","14434-CCS-024159"
"2128014","14434-CCS-024167"
"2128014","14435-CCS-024167"
"2128014","14435-CCS-024210"
"2128014","14436-CCS-024167"
"2128014","14436-CCS-024210"
"2128014","14437-CCS-024167"
"2128014","14439-CCS-024167"
"2128014","14440-CCS-024167"
"2128014","14440-CCS-024210"
"2128014","14441-CCS-024210"
"2128014","14442-CCS-024210"
"2128014","14443-CCS-024159"
"2128014","14444-CCS-024159"
"2128014","14445-CCS-024159"
"2128014","14446-CCS-024159"
"2128014","14446-CCS-024167"
"2128014","14447-CCS-024167"
"2128014","14450-CCS-024159"
"2128014","14451-CCS-024159"
"2128014","14453-CCS-024167"
"2128014","14454-CCS-024159"
"2128014","14455-CCS-024159"
"2128014","14458-CCS-024167"
"2128014","14459-CCS-024167"
"2128014","14460-CCS-024159"
"2128014","14461-CCS-024210"
"2128014","14462-CCS-024159"
"2128014","14463-CCS-024159"
"2128014","14463-CCS-024167"
"2128014","14464-CCS-024159"
"2128014","14464-CCS-024167"
"2128014","14465-CCS-024167"
"2128014","14466-CCS-024159"
"2128014","14466-CCS-024167"
"2128014","14466-CCS-024210"
"2128014","14467-CCS-024167"
"2128014","14469-CCS-024159"
"2128014","14469-CCS-024167"
"2128014","14471-CCS-024167"
"2128014","14471-CCS-024210"
"2128014","14472-CCS-024210"
"2128014","14473-CCS-024159"
"2128014","14474-CCS-024159"
"2128014","14475-CCS-024159"
"2128014","14476-CCS-024159"
"2128014","14476-CCS-024167"
"2128014","14476-CCS-024210"
"2128014","14477-CCS-024159"
"2128014","14478-CCS-024167"
"2128014","14478-CCS-024210"
"2128014","14479-CCS-024210"
"2128014","14480-CCS-024167"
"2128014","14480-CCS-024210"
"2128014","14481-CCS-024167"
"2128014","14484-CCS-024167"
"2128014","14484-CCS-024210"
"2128014","14485-CCS-024159"
"2128014","14485-CCS-024167"
"2128014","14485-CCS-024210"
"2128014","14486-CCS-024210"
"2128014","14487-CCS-024210"
"2128014","14489-CCS-024159"
"2128014","14489-CCS-024210"
"2128014","14490-CCS-024167"
"2128014","14491-CCS-024210"
"2128014","14492-CCS-024167"
"2128014","14492-CCS-024210"
"2128014","14493-CCS-024210"
"2128014","14494-CCS-024159"
"2128014","14494-CCS-024210"
"2128014","14498-CCS-024167"
"2128014","14499-CCS-024167"
"2128014","14502-CCS-024167"
"2128014","14502-CCS-024210"
"2128014","14503-CCS-024167"
"2128014","14503-CCS-024210"
"2128014","14504-CCS-024167"
"2128014","14504-CCS-024210"
"2128014","14505-CCS-024167"
"2128014","14506-CCS-024159"
"2128014","14507-CCS-024159"
"2128014","14507-CCS-024167"
"2128014","14508-CCS-024159"
"2128014","14508-CCS-024210"
"2128014","14509-CCS-024159"
"2128014","14509-CCS-024167"
"2128014","14510-CCS-024210"
"2128014","14511-CCS-024159"
"2128014","14512-CCS-024210"
"2128014","14513-CCS-024167"
"2128014","14514-CCS-024167"
"2128014","14516-CCS-024167"
"2128014","14516-CCS-024210"
