2,7550 4X2,117,2,2,3,NULL,1203020117,X1-874,x1-874,117,3.00,300,NULL,2001,146 HF7   ,3CER2E71415008779,185719,ROS,4,CCS,NULL,NULL
2,7550 4X2,130,2,2,3,NULL,1203020130,X3-259,X3-259,130,3.00,300,NULL,2001,141 HF7   ,3CER2E71115008884,189027,ROS,4,MEX,NULL,NULL
2,7550 4X2,140,2,2,3,NULL,1203020140,X2-031,x3-232,140,3.00,300,NULL,2001,154 HF7   ,3CER2E71715008873,188876,ROS,4,CCS,NULL,NULL
2,7550 4X2,147,2,2,3,NULL,1203020147,X1-751,X1-751,147,3.00,300,NULL,2001,133 HF7   ,3CER2E71215008876,189019,ROS,4,ZAC,NULL,NULL
2,7550 4X2,154,5,5,3,NULL,1203020154,X3-103,X3-049,154,3.00,300,NULL,2001,552 HC8   ,3CER2E71715009036,194212,ROS,4,ROL,NULL,NULL
2,7550 4X2,155,2,2,3,NULL,1203020155,X3-091,X3-091,155,3.00,300,NULL,2001,457 HC8   ,3CER2E71X15009449,211224,ROS,4,MEX,NULL,NULL
2,7550 4X2,160,5,5,3,NULL,1203020160,X3-118,X3-118,160,3.00,300,NULL,2001,566 HC8   ,3CER2E71715009053,195118,ROS,4,CCS,NULL,NULL
2,7550 4X2,175,2,2,3,NULL,1203020175,L0-705,L0-705,175,3.00,300,NULL,2001,757 HC8   ,3CER2E71615008976,192555,ROS,4,MEX,NULL,NULL
2,7550 4X2,177,5,5,3,NULL,1203020177,X3-651,X3-651,177,3.00,300,NULL,2001,140 HF7   ,3CER2E71X15008883,189026,ROS,1,TAL,NULL,NULL
2,7550 4X2,180,2,2,3,NULL,1203020180,X3-466,x3-466,180,3.00,300,NULL,2001,562 HC8   ,3CER2E71X15009032,194232,ROS,4,CCS,NULL,NULL
2,7550 6X2,915,3,3,3,NULL,1203020915,X1-928,X1-928,915,2.90,300,NULL,2006,S/P       ,3CER8J22465113790,583458,ROS,1,CCS,NULL,NULL
1,MBR,14,6,6,1,NULL,1208010014,X3-249,x3-863,14,3.00,300,NULL,2001,544 HC8   ,3CER2E71315009051,195116,JUO,4,JOJ,NULL,NULL
2,7550 4X2,16,1,1,1,NULL,1208030016,X3-195,X3-195,16,3.00,300,NULL,2002,134HF1    ,YV3R6H3172A003128,151852,JUO,0,JOJ,NULL,NULL
1,MBR,52,6,6,1,NULL,1208010052,x2-874,x3-578,52,3.00,300,NULL,1994,481 HA2   ,9BM664105RC079584,475984-10-678910,JUO,4,ZAC,NULL,NULL
2,7550 4X2,311,1,1,1,NULL,1208030311,X2-874,X2-874,311,3.00,300,NULL,2002,346HF1    ,YV3R6H3102A003150,152247,JUO,4,JOJ,NULL,NULL
2,7550 4X2,327,1,1,1,NULL,1208030327,X3-731,X3-731,327,3.00,300,NULL,2002,344HF1    ,YV3R6H3122A003148,152172,JUO,4,JOJ,NULL,NULL
2,7550 4X2,329,1,1,1,NULL,1208030329,X3-623,x3-623,329,3.00,300,NULL,2002,355HF1    ,YV3R6H31721003243,152972,JUO,4,JOJ,NULL,NULL
1,MBR,401,6,6,1,NULL,1208010401,X3-099,X3-681,401,3.10,300,NULL,1994,456 HA2   ,9BM664105RC079486,475984-10-678586,JUO,4,JOJ,NULL,NULL
2,7550 4X2,122,2,2,3,NULL,1208020122,X2-817,X2-817,122,3.00,300,NULL,2001,444 HC8   ,3CER2E71115008979,192608,JUO,1,CUE,NULL,NULL
2,7550 4X2,125,2,2,3,NULL,1208020125,X2-572,X2-572,125,3.00,300,NULL,2001,162 HF7   ,3CER2E71115008710,184306,JUO,4,CCS,NULL,NULL
2,7550 4X2,153,5,5,3,NULL,1208020153,X3-590,x3-590,153,3.00,300,NULL,2001,548 HC8   ,3CER2E71115009047,195112,JUO,1,TAL,NULL,NULL
2,7550 4X2,163,2,2,3,NULL,1208020163,X3-638,X3-638,163,3.00,300,NULL,2001,755 HC8   ,3CER2E71215008974,192553,JUO,4,MEX,NULL,NULL
2,7550 6X2,918,3,3,3,NULL,1208020918,X1-146,X1-146,918,3.00,300,NULL,2002,424 HF1   ,3CER2E81625010243,239095,JUO,4,AER,NULL,NULL
1,MBR,18,6,6,1,NULL,1209010018,X3-434,x3-579,18,3.00,300,NULL,1994,486 HA2   ,9BM664105RC079631,475984-10-678585,JCAP,4,JOJ,NULL,NULL
2,7550 4X2,127,2,2,3,NULL,1209020127,x3-228,X3-228,127,3.00,300,NULL,2001,756 HC8   ,3CER2E71815008977,192556,TALL,4,MEX,NULL,NULL
2,7550 4X2,38,1,1,1,NULL,1216010038,X3-212,X3-212,38,3.00,300,NULL,2002,759HC8    ,3CER2E71315008983,192612,ALH,4,JOJ,NULL,NULL
1,MBR,318,6,6,1,NULL,1216030318,X3-514,x3-830,318,3.00,300,NULL,2002,458HAZ    ,913M664105RC079608,475984-10-678927,ALH,4,JOJ,NULL,NULL
2,7550 4X2,148,2,2,3,NULL,1216020148,X3-255,X3-797,148,3.00,300,NULL,2001,759 HC8   ,3CER2E71315008983,192612,ALH,4,CCS,NULL,NULL
2,7550 4X2,159,5,5,3,NULL,1216020159,X2-394,X2-394,159,3.00,300,NULL,2001,736 HC8   ,3CER2E71X15008981,192610,ALH,4,JOJ,NULL,NULL
2,7550 4X2,167,5,5,3,NULL,1216020167,X2-619,X2-619,167,3.00,300,NULL,2001,563 HC8   ,3CER2E71815009031,194231,ALH,4,CCS,NULL,NULL
2,7550 4X2,168,2,2,3,NULL,1216020168,X2-772,X2-772,168,3.00,300,NULL,2001,550 HC8   ,3CER2E71815009045,195110,ALH,4,CCS,NULL,NULL
1,MBR,24,6,6,1,NULL,1212010024,X3-522,x3-823,24,3.00,300,NULL,1994,503 HA2   ,9BM664105RC079652,475984-10-678005,ALH,4,ZAC,NULL,NULL
1,MBR,35,6,6,1,NULL,1212010035,X3-408,x3-802,35,3.00,300,NULL,1994,491 HA2   ,9BM664105RC079568,475984-10-678209,ALH,4,JOJ,NULL,NULL
2,7550 4X2,45,1,1,1,NULL,1212010045,X3-728,X3-728,45,3.00,300,NULL,2002,739HC8    ,3CER2E7195008987,192616,ALH,0,MEX,NULL,NULL
2,7550 4X2,55,1,1,1,NULL,1212010055,X3-716,X3-716,55,3.00,300,NULL,2002,439HC8    ,3CER2E71X15009127,197446,ALH,0,JOJ,NULL,NULL
2,7550 4X2,202,1,1,1,NULL,1212030202,X3-331,X3-331,202,3.00,300,NULL,2002,550HC8    ,3CER2E71815009045,195110,ALH,2,JOJ,NULL,NULL
1,MBR,402,6,6,1,NULL,1212030402,X3-516,l0-187,402,3.00,300,NULL,1994,462HA2    ,9BM664105RCO79514,475984-10-678382,ALH,4,JOJ,NULL,NULL
2,7550 4X2,405,1,1,1,NULL,1212030405,X3-314,x3-314,405,3.00,300,NULL,2002,161HF7    ,3CER2E71515008709,184305,ALH,2,JOJ,NULL,NULL
2,7550 4X2,131,2,2,3,NULL,1212020131,X3-142,x3-142,131,3.00,300,NULL,2001,161 HF7   ,3CER2E71515008709,184305,ALH,4,CCS,NULL,NULL
2,7550 4X2,135,2,2,3,NULL,1212020135,X3-541,X3-541,135,3.00,300,NULL,2001,739 HC8   ,3CER2E71015008987,192616,ALH,4,MEX,NULL,NULL
2,7550 4X2,158,5,5,3,NULL,1212020158,L0-476,x3-546,158,3.00,300,NULL,2002,054HF8    ,3CER2E81025010450,249113,ALH,4,JOJ,NULL,NULL
2,7550 4X2,165,2,2,3,NULL,1212020165,X3-134,X3-666,165,3.00,300,NULL,2001,439 HC8   ,3CER2E71X15009127,197446,ALH,4,MEX,NULL,NULL
2,7550 4X2,169,5,5,3,NULL,1212020169,X3-834,X3-834,169,3.00,300,NULL,2001,455 HC8   ,3CER2E71815009451,211226,ALH,4,CCS,NULL,NULL
2,7550 4X2,7,1,1,1,NULL,1206030007,X3-300,X2-169,7,3.00,300,NULL,2002,124HF1    ,3CER2E71X15008978,192607,ALH,0,JOJ,NULL,NULL
1,MBR,8,6,6,1,NULL,1206010008,X3-488,x3-857,8,3.00,300,NULL,1994,534 HA2   ,9BM664105RC079599,475984-10-677734,ALH,4,ZAC,NULL,NULL
2,7550 4X2,9,1,1,1,NULL,1206010009,X3-440,X3-440,9,3.00,300,NULL,2001,160HF7    ,3CER2E71315008708,184304,ALH,4,JOJ,NULL,NULL
1,MBR,11,6,6,1,NULL,1206010011,X3-528,X3-750,11,3.00,300,NULL,1994,532 HA2   ,9BM664105RC079575,475984-10-678058,ALH,4,JOJ,NULL,NULL
2,7550 4X2,12,1,1,1,NULL,1206010012,X3-758,X2-474,12,3.00,300,NULL,2002,145HF7    ,3CER2E71215008778,185718,ALH,0,JOJ,NULL,NULL
1,MBR,17,6,6,1,NULL,1206010017,X3-524,x3-865,17,3.00,300,NULL,1994,476 HA2   ,9BM664105RC079775,475984-10-678919,ALH,4,JOJ,NULL,NULL
2,7550 4X2,21,1,1,1,NULL,1206010021,X3-431,X2-762,21,3.00,300,NULL,2002,364HF1    ,YV3R6H3142A003278,153134,ALH,3,JOJ,NULL,NULL
1,MBR,23,6,6,1,NULL,1206010023,X3-501,x3-848,23,3.00,300,NULL,1994,460 HA2   ,9BM664105RC079647,475984-10-677980,ALH,4,JOJ,NULL,NULL
2,7550 4X2,30,1,1,1,NULL,1206030030,X3-767,X3-767,30,3.00,300,NULL,2002,150HF7    ,3CER2E71X15008818,186427,ALH,0,MEX,NULL,NULL
2,7550 4X2,42,1,1,1,NULL,1206010042,X3-732,X3-758,42,3.00,300,NULL,2002,361HF1    ,YV3R6H3192A003275,153131,ALH,0,JOJ,NULL,NULL
2,7550 4X2,203,1,1,1,NULL,1206030203,X3-245,X2-729,203,3.00,300,NULL,2002,147HF7    ,3CR2E71015008780,185720,ALH,4,JOJ,NULL,NULL
1,MBR,323,6,6,1,NULL,1206010323,X3-416,x3-824,323,3.00,300,NULL,1994,527 HA2   ,9BM664105RC079654,475984-10-676849,ALH,4,ZAC,NULL,NULL
2,7550 4X2,331,1,1,1,NULL,1206010331,X2-879,x3-498,331,3.00,300,NULL,2002,359HF1    ,YV3R6H31621003251,153015,ALH,4,JOJ,NULL,NULL
2,7550 4X2,407,1,1,1,NULL,1206010407,X3-321,X3-835,407,3.00,300,NULL,2002,360HF1    ,YV3R6H31821003252,153052,ALH,0,JOJ,NULL,NULL
1,MBR,408,6,6,1,NULL,1206010408,X3-351,x3-717,408,3.00,300,NULL,1994,469 HA2   ,9BM664105RC079659,475984-10-677710,ALH,4,ZAC,NULL,NULL
1,MBR,409,6,6,1,NULL,1206010409,X3-336,x3-854,409,3.00,300,NULL,1994,472 HA2   ,9BM664105RC079642,475984-10-678006,ALH,4,ZAC,NULL,NULL
2,7550 4X2,132,2,2,3,NULL,1206020132,X2-797,x2-797,132,3.00,300,NULL,2001,149 HF7   ,3CER2E71415008782,185722,ALH,4,MEX,NULL,NULL
2,7550 4X2,136,2,2,3,NULL,1206020136,X3-562,X3-562,136,3.00,300,NULL,2001,152 HF7   ,3CER2E71115008822,186431,ALH,1,CCS ,NULL,NULL
2,7550 4X2,138,2,2,3,NULL,1206020138,X3-704,X3-704,138,3.00,300,NULL,2001,160 HF7   ,3CER2E71315008708,184304,ALH,1,MEX ,NULL,NULL
